lemma	tag	token	macron	source
παλαίχθων	v-sppamn-	παλαίχθω	^2	
πάλιν	u--------	πάλιν	^4	
πάλιν	d--------	πάλιν	^4	
παλίνορτος	a-s---fn-	παλίνορτος	^2^4	
παλίντροπος	a-s---mn-	παλίντροπος	^2	
παλίσσυτος	a-s---mn-	παλίσσυτος	^2^7	
πάμπαν	d--------	πάμπαν	^5	
παμφαής	n-s---fg-	παμφαή	^5	
πάμψυχος	a-s---mn-	πάμψυχος	_5	
πανάγυρις	n-s---fn-	πανάγυρις	_4	
πανάθλιος	a-s---mn-	πανάθλιος	^2	
παναίτιος	a-s---mn-	παναίτιος	^2	
παναρκέτας	a-p---ma-	παναρκέτες	^2	
πανδάκρυτος	a-s---fn-	πανδάκρυτος	^2_8	
πανδαμάτωρ	a-s---mn-	πανδαμάτωρ	^2^5^7	
πανδαμεί	d--------	πανδαμεί	^2_5	
πανήμερος	a-s---mn-	πανήμερος	^2	
παννύχιος	a-s---fn-	παννύχιος	^5	
πανίμερος	a-s---mn-	πανίμερος	^2_4	
πάνοπλος	a-s---mn-	πάνοπλος	^2	
πανοίμοι	a-p---mn-	πανοίμος	^2	
πάνοπλος	a-s---fn-	πάνοπλος	^2	
πάνοιζυς	d--------	πάνοιζυς	^2	
πανοῦργος	a-s---mn-	πανοῦργος	^2	
πανοῦργος	a-s---fn-	πανοῦργος	^2	
πανταχοῦ	d--------	πανταχοῦ	^5	
πάνυ	d--------	πάνυ	^2^4	
πανώλης	a-s---mn-	πανώλης	^2	
πανώλης	a-s---fn-	πανώλης	^2	
πανώλεθρος	a-s---fn-	πανώλεθρος	^2	
πανώλεθρος	a-s---mn-	πανώλεθρος	^2	
παπαῖ	i--------	παπαῖ	^2	
παπαῖ	a-p---mv-	παπαῖ	^2	
παρά	r--------	παρά	^2	
παραγκάλισμα	n-s---nn-	παραγκάλισμα	^7	
παραμύθιον	u--------	παραμύθιον	_6	
παράνοια	n-s---fd-	παράνοια	^8	
παραστάτης	v-sapamn-	παραστάτης	^2^7	
παραστάτις	n-s---fn-	παραστάτις	^7^9	
πάραυτα	d--------	πάραυτα	^7	
παραυτίκα	d--------	παραυτίκα	^9	
παραψυχή	n-s---fn-	παραψυχή	^6	
παρών	v-sppamn-	πάρειμι	^2	
παρών	v-sppamn-	παρών	^2	
παρών	u--------	παρών	^2	
ἔπαθον	v1saia---	πάσχω	^3	
πάταγος	n-s---mn-	πάταγος	^4	
πατήρ	n-s---mn-	πατήρ	^2	
πατήρ	u--------	πατήρ	^2	
πεδιάς	n-s---fn-	πεδιάς	^4	
πελάγιος	a-s---mn-	πελάγιος	^4	
πέλαγος	n-s---nn-	πέλαγος	^4	
πέλαγος	u--------	πέλαγος	^4	
πέλαγος	n-s---na-	πέλαγος	^4	
πέλας	u--------	πέλας	^4	
πέλας	r--------	πέλας	^4	
πέλας	d--------	πέλας	^4	
πένθιμος	n-s---mn-	πένθιμος	^5	
πεντάκις	d--------	πεντάκις	^7	
πέρα	v3spia---	πέρα	_4	
πέρα	u--------	πέρα	_4	
πέρα	d--------	πέρα	_4	
πέρα	v--pna---	πέρα	_4	
πέρα	r--------	πέρα	_4	
πέρα	v2spma---	πέρα	_4	
πέραθεν	d--------	πέραθενν	_4	
πέραν	d--------	πέραν	_4	
πέραν	r--------	πέραν	_4	
πέρας	n-s---na-	πέρας	^4	
περιπτυχής	a-s---mn-	περιπτυχής	^7	
περιστιχίζω	v1spia---	περιστιχίζω	^7	
περιώδυνος	a-s---mn-	περιώδυνος	^7	
Πιερία	n-s---fn-	Πιερίος	_2	
πιθών	v-sapamn-	πιμθάνω	^2	
πίνος	n-s---mn-	πίνος	^2	
πίστις	n-s---fn-	πίστις	^2^5	
πίσυνος	a-s---fn-	πίσυνος	_2^4	
πίσυνος	a-s---mn-	πίσυνος	_2^4	
πίτυλος	n-s---mn-	πίτυλος	^2^4	
πίτυλος	a-s---mn-	πίτυλος	^2^4	
πλάνημα	n-s---nn-	πλάνημα	^3	
πλάνης	n-s---fg-	πλάνη	^3	
πλάνης	n-s---fg-	πλάνης	^3	
πλάτας	n-p---fa-	πλάτη	^3	
πλόκαμος	n-s---mn-	πλόκαμος	^5	
πόθι	d--------	πόθι	^4	
ποικιλείμων	a-s---fn-	ποικιλείμων	^5	
ποικιλόνωτος	a-s---mn-	ποικιλόνωτος	^5	
ποικίλος	a-s---mn-	ποικίλος	^5	
ποικιλόφρων	a-s---mn-	ποικιλόφρων	^5	
ποιμάνωρ	n-s---mn-	ποιμάνωρ	_5	
ποινά	u--------	ποινά	_5	
ποινά	n-s---fn-	ποινά	_5	
ποινάτωρ	n-s---mn-	ποινάτωρ	_5	
ποίνιμος	a-s---fn-	ποίνιμος	^5	
πολίτης	n-s---mn-	πολίτης	_4	
πολλάκι	d--------	πολλάκις	^5	
πολλάκις	u--------	πολλάκις	^5	
πολλαχοῦ	d--------	πολλαχοῦ	^5	
πολλάκις	d--------	πολλάκις	^5	
πολυαίμων	a-p---mg-	πολυαίμων	^4	
πολυάχητος	a-s---mn-	πολυάχητος	^4	
πολύδακρυς	a-s---mn-	πολύδακρυς	^4^9	
πολυδάκρυτος	a-s---fn-	πολυδάκρυτος	^4_9	
Πολυδεύκης	n-s---mn-	Πολυδεύκης	^4	
πολύθυτος	a-s---fn-	πολύθυτος	^6	
πολύκλαυτος	a-s---fn-	πολύκλαυτος	^4	
πολύκρανος	a-s---mn-	πολύκρανος	^4_7	
πολύπονος	a-s---fn-	πολύπονος	^4	
πολύπονος	a-s---mn-	πολύπονος	^4	
πολυστάφυλος	a-s---fn-	πολυστάφυλος	^9	
πολύχειρ	n-s---fn-	πολύχειρ	^4	
πολύχειρ	n-s---mn-	πολύχειρ	^4	
πολύχρυσος	a-s---fn-	πολύχρυσος	_7	
πόμπιμος	a-s---mn-	πόμπιμος	^5	
πόριμος	a-s---mn-	πόριμος	^4	
πόρτις	n-s---fn-	πόρτις	^5	
πόρτις	n-s---mn-	πόρτις	^5	
πορφυρόστρωτος	a-s---mn-	πορφυρόστρωτος	^5	
ποταμός	n-s---mn-	ποταμός	^4	
πότνα	n-s---fn-	πότνα	^5	
πρέσβυς	n-s---mn-	πρέσβυς	^6	
Πρίαμος	n-s---mn-	πρίαμος	^3^4	
προβατογνώμων	n-s---mn-	προβατογνώμων	^5	
πρόθυμα	a-p---na-	πρόθυμος	_5	
προθυμία	n-s---fn-	προθυμία	_5	
προθυμία	u--------	προθυμία	_5	
πρόθυμος	a-s---fn-	πρόθυμος	_5	
πρόθυμος	a-s---mn-	πρόθυμος	_5	
προλάζυμαι	v1spie---	προλάζυμαι	^7	
προμάτωρ	n-s---mn-	προμάτωρ	_5	
προμάτωρ	n-s---fn-	προμάτωρ	_5	
πρόμαχος	a-s---mn-	πρόμαχος	^5	
πρόπαρ	r--------	πρόπαρ	^5	
πρόπας	a-s---mn-	πρόπας	_5	
προστάτης	a-s---mn-	προστάτης	^6	
προστάτης	n-s---mn-	προστάτης	^6	
προσφίλεια	a-p---nn-	προσφίλειος	^6	
προσφιλής	a-s---mn-	προσφιλής	^6	
πρόφασις	n-s---fn-	πρόφασις	^5	
πρύτανις	n-s---mn-	πρύτανις	^3^5^7	
Πύθιος	n-s---mn-	πύθιος	^4	
Πυθώδε	d--------	Πυθώδε	_2	
πυριφλέγων	a-p---mg-	πυριφλέγος	^2	
πυρός	u--------	πυρός	_2	
ῥᾴθυμος	a-s---fn-	ῥᾴθυμος	_4	
ῥάκος	n-s---na-	ῥάκος	^2	
ῥαφεύς	v2spia---	ῥαφύς	^2	
ῥίμφα	d--------	ῥίμφα	^5	
ῥυσιάζω	v1spia---	ῥυσιάζω	_2^4	
ῥυσίπολις	n-s---mn-	ῥυσίπολις	_2	
σάκος	n-s---nn-	σάκος	^2	
σάκος	n-s---nv-	σάκος	^2	
σάκος	n-s---na-	σάκος	^2	
Σαλαμίς	n-s---fv-	σαλαμίς	^2^4	
σάφα	d--------	σάφα	^4	
σαφής	a-s---mn-	σαφής	^2	
σαφής	u--------	σαφής	^2	
σειραφόρος	a-s---mn-	σειραφόρος	_5	
σεμνότιμος	a-s---mn-	σεμνότιμος	_7	
σιγή	n-s---fn-	σιγή	_2	
σιγητέον	a-s---nn-	σιγητέος	_2	
σιγηλός	a-s---mn-	σιγηλός	_2	
σίδαρος	n-s---mn-	σίδαρος	_4	
σιδηρόφρων	a-s---mn-	σιδηρόφρων	^2	
σίδηρος	n-s---mn-	σίδηρος	^2	
σιωπή	n-s---fd-	σιωπή	^2	
σιωπῶ	v1spia---	σιωπέω	^2	
σιωπῶ	v1spia---	σιωπῶ	^2	
σκαφεύς	n-s---mn-	σκαφεύς	^3	
σκάφη	n-p---nn-	σκάφη	^3	
σκάφη	n-p---na-	σκάφη	^3	
σκάφος	n-s---nn-	σκάφος	^3	
σκάφος	n-s---mn-	σκάφος	^3	
σκάφος	u--------	σκάφος	^3	
σκάφος	n-s---na-	σκάφος	^3	
σκιά	u--------	σκιά	^3	
σκιώδης	a-s---fn-	σκιώδης	^3	
σμικρός	a-s---mn-	σμικρός	_3	
σπάνιος	a-s---mn-	σπάνιος	^3	
σπάνις	n-s---fn-	σπάνις	^3	
σταγών	v-sppamn-	σταγώ	^3	
σταγών	n-p---mg-	σταγών	^3	
σταδαῖος	a-s---mn-	σταδαῖος	^3	
σταλάσσω	v1sfia---	σταλάσω	^3	
στασίαρχος	n-s---mn-	στασίαρχος	^3	
στάσις	n-s---fn-	στάσις	^3	
στεγανός	a-s---mn-	στεγανός	^5	
στέφανος	n-s---mn-	στέφανος	^5	
στεφάνωμα	n-s---na-	στεφάνωμα	^5	
στράτευμα	n-s---nn-	στράτευμα	^4	
στράτευμα	n-s---na-	στράτευμα	^4	
στρατεία	n-s---fd-	στρατείον	^4	
στρατήγιον	n-s---na-	στρατήγιον	^4	
στρατηγός	n-s---mn-	στρατηγός	^4	
στρατηλάτης	n-s---mn-	στρατηλάτης	^4	
στρατιά	n-s---fn-	στρατιά	^4	
στρατόμαντις	n-s---mn-	στρατόμαντις	^4	
στρατόπεδον	n-s---na-	στρατόπεδον	^4	
στρατόπεδον	n-s---nn-	στρατόπεδον	^4	
στρατός	u--------	στρατός	^4	
στρατός	n-s---mn-	στρατός	^4	
Στρυμών	n-s---mn-	Στρυμών	_4	
Στρυμών	v-sppamn-	Στρυμών	_4	
σύγγαμος	a-s---mn-	σύγγαμος	^5	
σύγγαμος	n-s---mn-	σύγγαμος	^5	
συγκαλυπτέος	a-s---mg-	συγκαλυπτής	^5	
συγκασιγνήτη	n-s---md-	συγκασιγνήτη	^5	
σύμμαχος	u--------	σύμμαχος	^5	
σύμμαχος	a-s---fn-	σύμμαχος	^5	
σύμμαχος	a-s---mn-	σύμμαχος	^5	
σύμπας	a-s---mn-	σύμπας	_5	
συμφορά	n-s---fn-	συμφορα	^2_7	
συμφορά	n-s---fn-	συμφορά	^2_7	
συμφορά	a-s---fn-	συμφορός	^2_7	
σύμφυτον	a-s---ma-	σύμφυτος	^5	
σύμφυτον	a-s---na-	σύμφυτος	^5	
σύμφυτος	a-s---mn-	σύμφυτος	^5	
ξυνών	v-sppamn-	σύνειμι	_2	
σύνεσις	n-s---fn-	σύνεσις	^2^6	
σύνθακος	a-s---mn-	σύνθακος	_5	
σφαγεῖον	n-s---na-	σφαγεῖον	^3	
σφαγεῖον	n-s---na-	σφαγέον	^3	
σφάγιον	a-s---na-	σφάγιος	^3	
σφάγιον	a-s---ma-	σφάγιος	^3	
σφάγιον	n-s---na-	σφάγιος	^3	
σφαγίς	n-p---fn-	σφαγίς	^3	
σφάκελος	n-s---fn-	σφάκελος	^3	
σφάκελος	a-s---mn-	σφάκελος	^3	
σφόδρα	d--------	σφόδρα	^6	
σχέτλιος	a-s---mn-	σχέτλιος	^6	
σωφροσύνα	n-s---fn-	σωφροσύνα	^7_9	
ταγοῦχος	n-s---mn-	ταγοῦχος	^2	
ταγός	n-s---mn-	ταγός	_2	
ταλαίφρων	a-s---fv-	ταλαίφρων	^2	
ταλαίφρων	n-s---fn-	ταλαίφρων	^2	
ταλαίφρων	n-s----n-	ταλαίφρων	^2	
ταλακάρδιος	a-s---mn-	ταλακάρδιος	^2^4	
ταλαντοῦχος	a-s---fn-	ταλαντοῦχος	^2	
ταμίας	a-s---mn-	ταμίας	^2^4_5	
Τάνταλος	n-s---mn-	Τάνταλος	^5	
ταπεινός	a-s---mn-	ταπεινός	^2	
τάραγμα	n-s---na-	τάραγμα	^2	
ταυρόκρανος	a-s---mn-	ταυρόκρανος	_8	
τάφος	u--------	τάφος	^2	
τάφος	n-s---mn-	τάφος	^2	
τάχα	u--------	τάχα	^4	
τάχα	d--------	τάχα	^4	
τάχος	n-s---na-	τάχος	^2	
τάχος	n-s---nn-	τάχος	^2	
ταχύπορος	a-s---mn-	ταχύπορος	^2^4	
ταχύπορος	a-s---fn-	ταχύπορος	^2^4	
ταχύπους	a-s---mn-	ταχύπους	^2^4	
ταχύρρωστος	a-s---fn-	ταχύρρωστος	^2^4	
ταχύς	a-s---mn-	ταχύς	^2^4	
τέσσαρες	n-p---mn-	τέσσαρες	^5	
τετράποδος	n-s---mg-	τετράπος	^5	
τηνικαῦτα	d--------	τηνικαῦτα	^4	
τιθήνη	n-s---fn-	τιθήνη	^2	
τίθημι	v1spia---	τίθημι	^2	
τιμάορος	a-s---mn-	τιμάορος	_2	
τιμή	u--------	τιμή	_2	
τίμιος	a-s---mn-	τίμιος	_2	
τίμιος	a-s---fn-	τίμιος	_2	
τιμωρία	u--------	τιμωρία	_2	
τις	u--------	τις	^2	
τις	a-s---fn-	τις	^2	
τις	p-s---mn-	τις	^2	
τις	p-s---fn-	τις	^2	
τίς	p-s---mn-	τις	^2	
τίς	u--------	τίς	^2	
τίς	p-s---mn-	τίς	^2	
τίς	p-s---fn-	τίς	^2	
τίς	a-s---fn-	τίς	^2	
τις	p-s---mn-	τὶς	^2	
τις	a-s---mn-	τὶς	^2	
τλησικάρδιος	a-s---mn-	τλησικάρδιος	^5	
τόθι	d--------	τόθι	^4	
τόλμα	n-s---fd-	τόλμα	^5	
τόλμα	v3spsa---	τόλμα	^5	
τόλμα	n-s---fn-	τόλμα	^5	
τόλμα	u--------	τόλμα	^5	
τόλμα	v2spma---	τόλμα	^5	
τοξοδάμας	n-s---mn-	τοξοδάμας	_8	
τοὐξύθυμον	a-s---nn-	τοὐξύθυμος	_7	
τράπεζα	n-s---fn-	τράπεζα	^3^7	
Τραχίς	a-s---mn-	Τραχίς	_3_5	
τραχύς	a-s---mn-	τραχύς	_3	
τριβήν	n-s---fa-	τριβή	^3	
τρικόρυθος	a-s---mn-	τρικόρυθος	^7	
τρικυμία	n-s---fn-	τρικυμία	^3_5	
τρίμηνος	a-s---mn-	τρίμηνος	^3	
τρίπους	n-s---mn-	τρίπους	^3	
τρόφιμος	a-s---mn-	τρόφιμος	^5	
τροχηλάτης	n-s---mn-	τροχηλάτης	^7	
τρυσάνωρ	n-s---mn-	τρυσάνωρ	_3	
τρύφημα	n-s---na-	τρύφημα	^3	
τύπος	u--------	τύπος	^2	
τύπωμα	n-s---na-	τύπωμα	^2	
τύπος	n-s---mn-	τύπος	^2	
τυραννικός	a-s---mn-	τυραννικός	^2	
τυραννίς	n-s---fn-	τυραννίς	^2	
τύραννος	n-s---mn-	τύραννος	^2	
τύραννος	n-s---fn-	τύραννος	^2	
Τυφῶν	n-s---ma-	Τυφῶν	_2	
ὕβρις	n-s---fn-	ὕβρις	^1	
ὕδωρ	n-s---na-	ὕδωρ	^1	
ὕδωρ	n-s---nn-	ὕδωρ	^1	
ὕδωρ	u--------	ὕδωρ	^1	
ὕλιμος	a-s---fn-	ὕλιμος	_1	
ὑπαγκάλισμα	n-s---na-	ὑπαγκάλισμα	^6	
ὑπαγκάλισμα	n-s---nv-	ὑπαγκάλισμα	^6	
ὕπαρ	r--------	ὕπαρ	^3	
ὕπατος	a-s---mn-	ὕπατος	^1^3	
ὑπὲρ	r--------	ὑπέρ	^1	
ὑπέρ	r--------	ὑπέρ	^1	
ὑπερβάλλω	v1spia---	ὑπερβάλλω	^6	
ὑπερβασία	n-s---fn-	ὑπερβασία	^6	
ὑπέρ	r--------	ὑπέρν	^1	
ὑπεύθυνος	a-s---mn-	ὑπεύθυνος	_6	
ὕπνος	u--------	ὕπνος	^1	
ὕπνος	n-s---mn-	ὕπνος	^1	
ὑπό	r--------	ὑπό	^1	
ὑπόδικος	a-s---mn-	ὑπόδικος	^5	
ὕφασμα	n-s---na-	ὕφασμα	^1^6	
ὕφασμα	n-s---nn-	ὕφασμα	^1^6	
ὑψίπολις	a-s---mn-	ὑψίπολις	^3	
ὕψος	n-s---na-	ὕψος	^1	
φανοίην	v1saoa---	φαίνω	^2	
φάλαρον	n-s---na-	φάλαρος	^4	
φαναῖος	a-s---mn-	φαναῖος	^2	
φανερός	a-s---mn-	φανερός	^2	
φάντασμα	n-s---na-	φάντασμα	^5	
φαρέτρα	n-p---nn-	φαρέτρον	^2	
φάρμακον	n-s---na-	φάρμακον	^5	
φάρμακον	n-s---nn-	φάρμακον	^5	
φερέγγυος	a-s---fn-	φερέγγυος	^7	
φερέγγυος	a-s---mn-	φερέγγυος	^7	
φιλαίτιος	a-s---mn-	φιλαίτιος	^2	
φίλαυλος	a-s---mn-	φίλαυλος	^2	
φίλημα	n-s---na-	φίλημα	^2	
φιλητέον	a-s---nn-	φιλητέος	^2	
φιλήτης	a-s---mn-	φιλήτης	_2	
φιλία	n-s---fn-	φιλία	^2	
φιλία	a-s---fn-	φιλία	^2	
φιλία	a-p---nv-	φιλία	^2	
φιλόδυρτος	a-s---mn-	φιλόδυρτος	^2	
φιλοικτίρμων	v-sppamn-	φιλοικτίρμω	^2	
φιλόξενος	a-s---mn-	φιλόξενος	^2	
φιλοπάτωρ	n-s---mn-	φιλοπάτωρ	^2	
φίλορνις	n-s---fn-	φίλορνις	^2	
φιλότεκνος	a-s---mn-	φιλότεκνος	^2	
φιλοφόρμιγξ	a-s---mn-	φιλοφόρμιγξ	^2	
φιλότιμος	a-s---mn-	φιλότιμος	^2_6	
φιλόφρων	a-s---mn-	φιλόφρων	^2	
φιλόχορος	a-s---mn-	φιλόχορος	^2	
φιλόψογος	a-s---fn-	φιλόψογος	^2	
φιλόψυχος	a-s---fn-	φιλόψυχος	^2_6	
φίλτατος	a-s---mns	φίλτατος	^5	
φίλτατος	a-s---mn-	φίλτατος	^5	
φίλτρον	n-s---na-	φίλτρον	^2	
φίλτρον	n-s---nn-	φίλτρον	^2	
φίτυμα	n-s---nn-	φίτυμα	_4	
φρενοδαλής	n-s---fg-	φρενοδαλή	_7	
φρενομανής	a-s---fn-	φρενομανής	^7	
πέφρικα	v1sria---	φρίσσω	_5	
Φρύγιος	a-s---mn-	Φρύγιος	^3	
φυγάς	n-p---fa-	φυγάς	^2	
φυγάς	n-s---fn-	φυγάς	^2	
φυγάς	u--------	φυγάς	^2	
φύγδα	n-s---ma-	φύγδα	^5	
φυγή	u--------	φυγή	^2	
φύλαξ	u--------	φύλαξ	^2^4	
φύλαξ	n-s---fn-	φύλαξ	^2^4	
φύλαξ	v2sfim---	φύλαξ	^2^4	
φύλαξ	n-s---mn-	φύλαξ	^2^4	
φυλάσσω	v1spia---	φυλάσσω	^2	
φύξιμος	a-s---mn-	φύξιμος	^4	
φύσις	n-s---fn-	φύσις	^2^4	
φυτάλμιος	a-s---mn-	φυτάλμιος	^2	
φύσις	n-s---fv-	φύσις	^2^4	
φυτόν	u--------	φυτόν	^2	
φυτόν	a-s---ma-	φυτός	^2	
χαλινωτήρια	n-p---na-	χαλινωτήριον	^2_4	
χαμάδις	d--------	χαμάδις	^2^6	
χαμᾶζε	d--------	χαμᾶζε	^2	
χαρά	u--------	χαρά	^2	
χαρά	n-s---fn-	χαρά	^2	
χαρακτήρ	n-s---mn-	χαρακτήρ	^2^4	
χάρις	u--------	χάρις	^2^4	
χάρις	n-s---fn-	χάρις	^2^4	
χάριτος	n-s---fg-	χάρις	^4	
χάριτος	u--------	χάριτος	^4	
χιλιόναυς	a-p---ma-	χιλιόναυς	_2	
χιλίαρχος	n-s---mn-	χιλίαρχος	_2	
Χίος	n-s---fn-	Χίος	^2	
χρυσοῦς	a-p---ma-	χρύσεος	_3	
χρυσήλατος	a-s---fn-	χρυσήλατος	_3^7	
χρυσοπήληξ	n-s---mv-	χρυσοπήληξ	_3	
χρυσός	n-s---mn-	χρυσός	_3	
χρυσοφαής	a-s---fn-	χρυσοφαής	_3^7	
ψάλιον	n-s---na-	ψάλιον	^2	
ψευδώνυμος	a-s---fn-	ψευδώνυμος	^7	
ψιλός	a-s---mn-	ψιλός	_2	
ψυχή	n-s---fn-	ψυχή	_2	
ψυχή	n-s---fv-	ψυχή	_2	
ψυχή	n-s---fd-	ψυχή	_2	
ψυχρός	a-s---mn-	ψυχρός	_2	
Ὠαρίων	n-p---mg-	Ὠαρίων	^2	
ὠκύπους	a-s---mn-	ὠκύπους	^3	
ὠκυτόκος	a-s---mn-	ὠκυτόκος	^3	
ὠμοδακής	n-s---mn-	ὠμοδακής	^5	